symbol,kind,date,opportunity_pct,covered,missed,nearest_signal_date,signal_offset_days
AAOI,sell,2021-11-15,13.333336512247717,False,True,,
NFLX,sell,2026-05-19,13.285127601455994,False,True,,
SNOW,sell,2025-07-31,13.28413406197334,False,True,,
GOOGL,sell,2022-12-01,13.235739733900886,False,True,,
GOOGL,sell,2025-02-04,13.225521172237842,False,True,,
YINN,sell,2022-05-20,13.207541543700085,False,True,,
GOOGL,sell,2023-02-07,13.199412854374327,False,True,,
TQQQ,sell,2022-07-08,13.161770506915804,False,True,,
NFLX,sell,2025-06-30,13.119567983668368,False,True,,
NVDA,sell,2024-11-21,13.067904490201876,False,True,,
TSLA,sell,2026-01-23,12.914607015888347,False,True,,
NFLX,sell,2022-09-20,12.749824194914083,False,True,,
GOOGL,sell,2026-05-18,12.746878071525192,False,True,,
MSFT,sell,2025-03-25,12.711390241791932,False,True,,
SNOW,sell,2023-04-04,12.639673895743343,False,True,,
TEM,sell,2025-07-28,12.547092453953857,False,True,,
YINN,sell,2024-08-19,12.53890495119384,False,True,,
TSLA,sell,2022-08-16,12.411697715340896,False,True,,
MSFT,sell,2022-02-02,12.268571656210481,False,True,,
SNOW,sell,2024-08-21,12.26044341341741,False,True,,
YINN,sell,2026-04-17,12.20166029860823,False,True,,
NFLX,sell,2025-10-10,12.116104222018853,False,True,,
TEM,sell,2026-06-01,12.019414809143658,False,True,,
MSFT,sell,2026-03-06,12.012252552470649,False,True,,
SNOW,sell,2022-02-10,42.330130552634216,True,False,2022-02-11,1.0
NVDA,sell,2024-07-11,29.29205806525067,True,False,2024-07-17,4.0
YINN,sell,2024-10-07,26.744465350531055,True,False,2024-10-08,1.0
AAOI,sell,2025-12-11,24.283093966786108,True,False,2025-12-12,1.0
TSLA,sell,2024-07-11,22.815946715636294,True,False,2024-07-11,0.0
YINN,sell,2023-06-16,18.36787182774803,True,False,2023-06-20,1.0
TQQQ,sell,2023-02-02,16.898034827374666,True,False,2023-01-30,-3.0
NVDA,sell,2026-06-02,14.396535266645483,True,False,2026-06-08,4.0
NFLX,sell,2022-08-15,13.137238196794609,True,False,2022-08-16,1.0
YINN,sell,2026-07-30,12.574475715366408,True,False,2026-08-04,3.0
