symbol,trade_id,setup_date,confirmation_date,entry_date,setup_high,entry_open,source_trusted,entry_jf,B_BASE_BULL,B_STAGE_COMPONENT,B_BEAR_RECOVER,B_CRASH_RECOVER,clock,date,available_at,reference_open_date,outcome_date,reference_open,ret20_pct,mfe20_pct,mae20_pct,outcome_complete,win,interference
NFLX,NFLX:2022-12-02,2022-11-30,2022-12-01,2022-12-02,30.826000213623047,31.048999786376953,False,False,True,False,False,False,entry,2022-12-02,2022-12-02,2022-12-05,2023-01-03,31.645999908447266,-6.797064638301098,5.138088401022722,-13.603615994534113,True,False,True
NFLX,NFLX:2022-12-02,2022-11-30,2022-12-01,2022-12-02,30.826000213623047,31.048999786376953,False,False,True,False,False,False,failure,2022-12-15,2022-12-15,2022-12-16,2023-01-17,28.875999450683594,12.972718757885083,16.584712411505386,-5.315832790597208,True,True,False
NFLX,NFLX:2023-03-27,2023-03-23,2023-03-24,2023-03-27,32.27799987792969,32.755001068115234,False,False,True,False,False,False,confirmation,2023-03-24,2023-03-27,2023-03-27,2023-04-24,32.755001068115234,0.44878447362943774,6.792851172540426,-3.49565080270523,True,True,False
NFLX,NFLX:2023-03-27,2023-03-23,2023-03-24,2023-03-27,32.27799987792969,32.755001068115234,False,False,True,False,False,False,entry,2023-03-27,2023-03-27,2023-03-28,2023-04-25,32.60599899291992,-1.0764826585466736,7.280870461389322,-3.054647651754616,True,False,False
NFLX,NFLX:2023-03-27,2023-03-23,2023-03-24,2023-03-27,32.27799987792969,32.755001068115234,False,False,True,False,False,False,failure,2023-04-25,2023-04-25,2023-04-26,2023-05-23,32.13600158691406,10.776068165037644,16.96228511465696,-1.7861628202358482,True,True,False
NFLX,NFLX:2023-10-25,2023-10-19,2023-10-24,2023-10-25,40.89500045776367,41.60200119018555,False,False,True,False,False,False,confirmation,2023-10-24,2023-10-25,2023-10-25,2023-11-21,41.60200119018555,14.165178532540047,14.662752510954125,-4.903612463740337,True,True,False
NFLX,NFLX:2023-10-25,2023-10-19,2023-10-24,2023-10-25,40.89500045776367,41.60200119018555,False,False,True,False,False,False,entry,2023-10-25,2023-10-25,2023-10-26,2023-11-22,41.141998291015625,16.182979005905175,17.32536693120379,-3.840353123300899,True,True,False
YINN,YINN:2022-11-08,2022-11-04,2022-11-07,2022-11-08,28.809999465942383,28.59000015258789,False,False,False,False,True,True,confirmation,2022-11-07,2022-11-08,2022-11-08,2022-12-06,28.59000015258789,67.05140981683448,71.35362510318963,-10.66806303176766,True,True,False
YINN,YINN:2022-11-08,2022-11-04,2022-11-07,2022-11-08,28.809999465942383,28.59000015258789,False,False,False,False,True,True,entry,2022-11-08,2022-11-08,2022-11-09,2022-12-07,26.979999542236328,65.71534411807747,81.57895667038287,-5.337281879692812,True,True,False
YINN,YINN:2022-11-08,2022-11-04,2022-11-07,2022-11-08,28.809999465942383,28.59000015258789,False,False,False,False,True,True,failure,2022-11-09,2022-11-09,2022-11-10,2022-12-08,29.420000076293945,66.62134714698054,68.35485605320298,-1.7335153893924815,True,True,False
YINN,YINN:2023-01-04,2022-12-29,2023-01-03,2023-01-04,49.900001525878906,56.5,False,False,False,False,True,False,confirmation,2023-01-03,2023-01-04,2023-01-04,2023-02-01,56.5,19.681420790410662,30.17699655178374,-1.4159278532045128,True,True,False
YINN,YINN:2023-01-04,2022-12-29,2023-01-03,2023-01-04,49.900001525878906,56.5,False,False,False,False,True,False,entry,2023-01-04,2023-01-04,2023-01-05,2023-02-02,57.869998931884766,10.005185799886407,27.09522102865254,-1.0540878203048831,True,True,False
YINN,YINN:2023-06-14,2023-06-06,2023-06-13,2023-06-14,38.08000183105469,38.65999984741211,False,False,False,False,True,False,confirmation,2023-06-13,2023-06-14,2023-06-14,2023-07-13,38.65999984741211,3.724776596980184,12.59699676954542,-18.494567115237302,True,True,False
YINN,YINN:2023-06-14,2023-06-06,2023-06-13,2023-06-14,38.08000183105469,38.65999984741211,False,False,False,False,True,False,entry,2023-06-14,2023-06-14,2023-06-15,2023-07-14,42.25,-10.106509959203958,3.029582909578399,-25.420117801463114,True,False,True
YINN,YINN:2023-10-12,2023-10-10,2023-10-11,2023-10-12,29.959999084472656,31.0,False,False,False,False,True,False,confirmation,2023-10-11,2023-10-12,2023-10-12,2023-11-08,31.0,-13.677418616510206,0.35484067855342527,-24.677418124291208,True,False,True
YINN,YINN:2023-10-12,2023-10-10,2023-10-11,2023-10-12,29.959999084472656,31.0,False,False,False,False,True,False,entry,2023-10-12,2023-10-12,2023-10-13,2023-11-09,28.469999313354492,-10.0456577870776,2.809979500188886,-17.983839323393013,True,False,True
YINN,YINN:2023-10-12,2023-10-10,2023-10-11,2023-10-12,29.959999084472656,31.0,False,False,False,False,True,False,failure,2023-10-13,2023-10-13,2023-10-16,2023-11-10,28.020000457763672,-9.243397966720101,4.461099141965419,-16.666666666666664,True,False,True
YINN,YINN:2024-01-02,2023-12-28,2023-12-29,2024-01-02,20.86000061035156,19.420000076293945,False,False,False,False,False,True,confirmation,2023-12-29,2024-01-02,2024-01-02,2024-01-30,19.420000076293945,-20.700311235687895,3.08960030439005,-30.99897236927567,True,False,True
YINN,YINN:2024-01-02,2023-12-28,2023-12-29,2024-01-02,20.86000061035156,19.420000076293945,False,False,False,False,False,True,entry,2024-01-02,2024-01-02,2024-01-03,2024-01-31,19.0,-20.52631378173827,5.3684234619140625,-29.47368621826173,True,False,True
YINN,YINN:2024-01-02,2023-12-28,2023-12-29,2024-01-02,20.86000061035156,19.420000076293945,False,False,False,False,False,True,failure,2024-01-02,2024-01-02,2024-01-03,2024-01-31,19.0,-20.52631378173827,5.3684234619140625,-29.47368621826173,True,False,True
SNOW,SNOW:2021-12-09,2021-12-02,2021-12-08,2021-12-09,361.5989990234375,370.0,True,False,True,False,False,False,confirmation,2021-12-08,2021-12-09,2021-12-09,2022-01-06,370.0,-19.705406395164694,1.962164801520272,-22.702702702702705,True,False,True
SNOW,SNOW:2021-12-09,2021-12-02,2021-12-08,2021-12-09,361.5989990234375,370.0,True,False,True,False,False,False,entry,2021-12-09,2021-12-09,2021-12-10,2022-01-07,364.0,-17.67033168247768,3.6428598257211453,-21.42857142857143,True,False,True
SNOW,SNOW:2021-12-09,2021-12-02,2021-12-08,2021-12-09,361.5989990234375,370.0,True,False,True,False,False,False,failure,2021-12-09,2021-12-09,2021-12-10,2022-01-07,364.0,-17.67033168247768,3.6428598257211453,-21.42857142857143,True,False,True
SNOW,SNOW:2023-01-13,2023-01-11,2023-01-12,2023-01-13,141.06500244140625,139.3000030517578,True,False,False,False,True,False,confirmation,2023-01-12,2023-01-13,2023-01-13,2023-02-10,139.3000030517578,12.943286708039569,28.28427353432652,-3.5606651867941874,True,True,False
SNOW,SNOW:2023-01-13,2023-01-11,2023-01-12,2023-01-13,141.06500244140625,139.3000030517578,True,False,False,False,True,False,entry,2023-01-13,2023-01-13,2023-01-17,2023-02-13,141.14999389648438,14.743190731304123,26.60290802371268,-4.8246531017125065,True,True,False
SNOW,SNOW:2023-01-13,2023-01-11,2023-01-12,2023-01-13,141.06500244140625,139.3000030517578,True,False,False,False,True,False,failure,2023-01-19,2023-01-19,2023-01-20,2023-02-16,136.4499969482422,20.48369188226813,30.963723667964715,-1.546354457707988,True,True,False
SNOW,SNOW:2023-09-01,2023-08-30,2023-08-31,2023-09-01,156.74000549316406,158.10000610351562,True,False,False,True,False,False,confirmation,2023-08-31,2023-09-01,2023-09-01,2023-09-29,158.10000610351562,-3.3712850254824622,9.013282384486331,-10.31626324334477,True,False,True
SNOW,SNOW:2023-09-01,2023-08-30,2023-08-31,2023-09-01,156.74000549316406,158.10000610351562,True,False,False,True,False,False,entry,2023-09-01,2023-09-01,2023-09-05,2023-10-02,156.3000030517578,-3.2821527720084065,10.26871576351982,-9.283435369364701,True,False,True
SNOW,SNOW:2023-09-01,2023-08-30,2023-08-31,2023-09-01,156.74000549316406,158.10000610351562,True,False,False,True,False,False,failure,2023-09-21,2023-09-21,2023-09-22,2023-10-19,151.4199981689453,1.327430016604092,9.912821746364497,-6.359797252188526,True,True,False
SNOW,SNOW:2024-06-28,2024-06-26,2024-06-27,2024-06-28,130.82000732421875,133.5500030517578,True,False,False,False,False,True,confirmation,2024-06-27,2024-06-28,2024-06-28,2024-07-26,133.5500030517578,-3.4069658912657896,9.666793985100885,-6.027707126774084,True,False,False
SNOW,SNOW:2024-06-28,2024-06-26,2024-06-27,2024-06-28,130.82000732421875,133.5500030517578,True,False,False,False,False,True,entry,2024-06-28,2024-06-28,2024-07-01,2024-07-29,138.32000732421875,-6.325910596209128,5.884903816241471,-9.268368020086182,True,False,True
SNOW,SNOW:2024-06-28,2024-06-26,2024-06-27,2024-06-28,130.82000732421875,133.5500030517578,True,False,False,False,False,True,failure,2024-07-18,2024-07-18,2024-07-19,2024-08-15,129.8300018310547,-2.141260679418655,3.342830067535685,-16.868213214983207,True,False,True
TSLA,TSLA:2022-12-05,2022-11-30,2022-12-02,2022-12-05,194.7599945068359,189.44000244140625,True,False,False,False,True,False,confirmation,2022-12-02,2022-12-05,2022-12-05,2023-01-03,189.44000244140625,-42.937079243568746,0.9660060216799993,-44.763514547560476,True,False,True
TSLA,TSLA:2022-12-05,2022-11-30,2022-12-02,2022-12-05,194.7599945068359,189.44000244140625,True,False,False,False,True,False,entry,2022-12-05,2022-12-05,2022-12-06,2023-01-04,181.22000122070312,-37.29169041818445,1.3409075485116384,-42.25802964088379,True,False,True
TSLA,TSLA:2022-12-05,2022-11-30,2022-12-02,2022-12-05,194.7599945068359,189.44000244140625,True,False,False,False,True,False,failure,2022-12-05,2022-12-05,2022-12-06,2023-01-04,181.22000122070312,-37.29169041818445,1.3409075485116384,-42.25802964088379,True,False,True
TSLA,TSLA:2023-01-18,2023-01-09,2023-01-17,2023-01-18,123.5199966430664,136.55999755859375,True,False,False,False,False,True,confirmation,2023-01-17,2023-01-18,2023-01-18,2023-02-14,136.55999755859375,53.2293524757989,56.70767708397118,-8.970416094760026,True,True,False
TSLA,TSLA:2023-01-18,2023-01-09,2023-01-17,2023-01-18,123.5199966430664,136.55999755859375,True,False,False,False,False,True,entry,2023-01-18,2023-01-18,2023-01-19,2023-02-15,127.26000213623048,68.34826488830514,68.67829644723571,-2.3180925099142824,True,True,False
TSLA,TSLA:2024-04-30,2024-04-25,2024-04-29,2024-04-30,170.8800048828125,186.97999572753903,True,False,False,False,True,False,confirmation,2024-04-29,2024-04-30,2024-04-30,2024-05-28,186.97999572753903,-5.471171227560534,2.123222436312444,-10.28452035883044,True,False,True
TSLA,TSLA:2024-04-30,2024-04-25,2024-04-29,2024-04-30,170.8800048828125,186.97999572753903,True,False,False,False,True,False,entry,2024-04-30,2024-04-30,2024-05-01,2024-05-29,182.0,-3.1923063508756844,3.0549437135130475,-7.829670329670336,True,False,False
TSLA,TSLA:2024-04-30,2024-04-25,2024-04-29,2024-04-30,170.8800048828125,186.97999572753903,True,False,False,False,True,False,failure,2024-06-11,2024-06-11,2024-06-12,2024-07-11,171.1199951171875,40.85437450733514,58.36840096589064,-0.7713838844640719,True,True,False
GOOGL,GOOGL:2022-02-02,2022-01-31,2022-02-01,2022-02-02,135.47300720214844,151.25,False,False,False,True,False,False,confirmation,2022-02-01,2022-02-02,2022-02-02,2022-03-02,151.25,-11.027105662448344,0.1960287803460803,-17.38611646920195,True,False,True
GOOGL,GOOGL:2022-02-02,2022-01-31,2022-02-01,2022-02-02,135.47300720214844,151.25,False,False,False,True,False,False,entry,2022-02-02,2022-02-02,2022-02-03,2022-03-03,145.70550537109375,-8.102644938357662,2.7243292355729753,-14.242431319193416,True,False,True
GOOGL,GOOGL:2022-02-02,2022-01-31,2022-02-01,2022-02-02,135.47300720214844,151.25,False,False,False,True,False,False,failure,2022-02-11,2022-02-11,2022-02-14,2022-03-14,133.25650024414062,-5.482287041780587,3.641101931983348,-6.230841563898615,True,False,False
GOOGL,GOOGL:2024-03-15,2024-03-13,2024-03-14,2024-03-15,141.08999633789062,142.5,False,False,False,True,False,False,confirmation,2024-03-14,2024-03-15,2024-03-15,2024-04-12,142.5,10.687716300027406,12.435088575932006,-1.7333341899671062,True,True,False
GOOGL,GOOGL:2024-03-15,2024-03-13,2024-03-14,2024-03-15,141.08999633789062,142.5,False,False,False,True,False,False,entry,2024-03-15,2024-03-15,2024-03-18,2024-04-15,148.61000061035156,4.205638903391984,7.812395237647851,-1.7024418066792224,True,True,False
AAOI,AAOI:2023-01-13,2023-01-09,2023-01-12,2023-01-13,2.2799999713897705,2.3299999237060547,True,False,False,False,True,False,confirmation,2023-01-12,2023-01-13,2023-01-13,2023-02-10,2.3299999237060547,13.733913396545972,24.29184563409521,-8.58368308214451,True,True,False
AAOI,AAOI:2023-01-13,2023-01-09,2023-01-12,2023-01-13,2.2799999713897705,2.3299999237060547,True,False,False,False,True,False,entry,2023-01-13,2023-01-13,2023-01-17,2023-02-13,2.430000066757202,8.641976641062987,19.176947690867063,-12.345676710891185,True,True,False
AAOI,AAOI:2024-07-11,2024-07-08,2024-07-10,2024-07-11,8.770000457763672,9.350000381469728,True,False,False,False,False,True,confirmation,2024-07-10,2024-07-11,2024-07-11,2024-08-07,9.350000381469728,-26.524068392827328,29.518707621418017,-28.342250952807312,True,False,True
AAOI,AAOI:2024-07-11,2024-07-08,2024-07-10,2024-07-11,8.770000457763672,9.350000381469728,True,False,False,False,False,True,entry,2024-07-11,2024-07-11,2024-07-12,2024-08-08,9.279999732971191,-7.650862700182981,30.495689710542372,-27.801724115783056,True,False,True
AAOI,AAOI:2024-08-20,2024-08-15,2024-08-19,2024-08-20,8.59000015258789,8.59000015258789,True,False,False,False,True,False,confirmation,2024-08-19,2024-08-20,2024-08-20,,8.59000015258789,,,,False,,
AAOI,AAOI:2024-08-20,2024-08-15,2024-08-19,2024-08-20,8.59000015258789,8.59000015258789,True,False,False,False,True,False,entry,2024-08-20,2024-08-20,2024-08-21,,8.850000381469727,,,,False,,
