mechanism,symbol,trade_id,entry_date,trigger_date,counterfactual_exit_date,original_return_pct,counterfactual_return_pct,local_delta_pp,original_winner,entry_b,entry_jf,r32_overlap
chip-rollover,SNOW,SNOW:2022-01-25,2022-01-25,2022-01-26,2022-01-27,6.612483502114808,-5.8412316900676835,-12.453715192182491,True,False,True,False
chip-rollover,SNOW,SNOW:2022-03-17,2022-03-17,2022-03-31,2022-04-01,-0.7935845204045111,17.359798396653403,18.153382917057915,False,False,True,False
chip-rollover,SNOW,SNOW:2022-05-27,2022-05-27,2022-06-10,2022-06-13,32.27609989487663,-10.663697423865482,-42.93979731874211,True,False,True,False
chip-rollover,SNOW,SNOW:2022-11-11,2022-11-11,2022-11-18,2022-11-21,-12.0011368775506,-2.5002602476077773,9.500876629942823,False,False,True,True
chip-rollover,SNOW,SNOW:2023-01-13,2023-01-13,2023-01-19,2023-01-20,14.444136202171842,-2.24175849174596,-16.685894693917803,True,True,False,False
chip-rollover,SNOW,SNOW:2023-09-01,2023-09-01,2023-09-13,2023-09-14,16.50919972702114,5.348753858881006,-11.160445868140135,True,True,False,True
chip-rollover,SNOW,SNOW:2024-06-28,2024-06-28,2024-07-09,2024-07-10,-14.331088418973549,2.7219925313513693,17.05308095032492,False,True,False,True
chip-rollover,TQQQ,TQQQ:2022-01-25,2022-01-25,2022-02-07,2022-02-08,-9.61779533821755,4.684108443599833,14.301903781817382,False,False,True,False
chip-rollover,TQQQ,TQQQ:2022-02-25,2022-02-25,2022-03-07,2022-03-08,-18.423402686815884,-15.389476508979039,3.033926177836845,False,False,True,True
chip-rollover,TQQQ,TQQQ:2022-06-16,2022-06-16,2022-06-30,2022-07-01,61.74645842324886,2.448103344756425,-59.298355078492435,True,False,True,False
chip-rollover,TQQQ,TQQQ:2022-10-14,2022-10-14,2022-10-14,2022-10-17,-8.84758457047602,-5.4287175540236765,3.418867016452343,False,False,True,True
chip-rollover,TQQQ,TQQQ:2023-01-12,2023-01-12,2023-01-19,2023-01-20,12.172843726286352,-1.938229734446717,-14.111073460733069,True,True,False,False
chip-rollover,TQQQ,TQQQ:2023-10-10,2023-10-10,2023-10-17,2023-10-18,-17.082673786856507,-1.6177269443505615,15.464946842505945,False,True,False,True
chip-rollover,TQQQ,TQQQ:2024-05-06,2024-05-06,2024-05-23,2024-05-24,28.498565677603448,11.671144530834908,-16.82742114676854,True,True,False,False
chip-rollover,TQQQ,TQQQ:2024-08-06,2024-08-06,2024-08-22,2024-08-23,26.220476059691087,29.428540149029825,3.2080640893387375,True,False,True,False
chip-rollover,TSLA,TSLA:2022-02-25,2022-02-25,2022-03-07,2022-03-08,10.819385050147368,-1.8894883293943288,-12.708873379541696,True,False,True,True
chip-rollover,TSLA,TSLA:2022-12-05,2022-12-05,2022-12-06,2022-12-07,-26.593404828411128,-7.791326245487362,18.802078582923766,False,True,False,True
chip-rollover,TSLA,TSLA:2024-04-30,2024-04-30,2024-05-07,2024-05-08,25.85765548340815,-8.414273265495986,-34.27192874890413,True,True,False,True
chip-rollover,YINN,YINN:2021-09-23,2021-09-23,2021-09-24,2021-09-27,-4.459071666167269,-4.5558695116070025,-0.0967978454397338,False,False,True,False
chip-rollover,YINN,YINN:2021-12-31,2021-12-31,2022-01-04,2022-01-05,6.437643816955396,-10.393257943287315,-16.83090176024271,True,False,True,False
chip-rollover,YINN,YINN:2022-03-16,2022-03-16,2022-03-31,2022-04-01,7.879159340068243,24.987740659931745,17.108581319863504,True,False,True,False
chip-rollover,YINN,YINN:2022-08-12,2022-08-12,2022-08-17,2022-08-18,-11.409216181607515,-2.228101818248318,9.181114363359198,False,False,True,True
chip-rollover,YINN,YINN:2022-10-14,2022-10-14,2022-10-19,2022-10-20,-34.38185233852087,-13.760605316089226,20.621247022431646,False,False,True,False
