symbol,date,signal,signal_key,signal_role,signal_version,split,outcome_cutoff_date,outcome_date_20d,outcome_complete_20d,close,b_score,s_score,regime,ma60_slope20_pct,ret_5d_pct,ret_10d_pct,ret_20d_pct,ret_60d_pct,mfe_20d_pct,mae_20d_pct,mfe_day,mae_day,subtype,interference
NFLX,2025-03-17,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-04-14,True,95.0019989013672,1.0,1.0,bull,2.145479564099051,3.4031888271899957,-0.7946826042012911,-0.9276613276055556,29.77446698127908,6.244683772959614,-12.648935520902594,6.0,15.0,stage,True
MSFT,2025-03-21,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-04-21,True,391.260009765625,2.0,1.0,bear,-3.6599044188771135,-4.198281830996075,-8.993423901747288,-9.175518295226626,20.900358099163906,0.24278995192130726,-12.799693002729828,2.0,11.0,bear/crash-recovery,True
MSFT,2025-03-24,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2025-04-22,True,393.0799865722656,1.0,1.0,bear,-3.7754581283488076,-4.70400034211419,-9.154149788529898,-6.8795707706501785,21.913072162929392,0.619407961173768,-12.472076362737416,1.0,10.0,confirmed,True
NFLX,2025-03-24,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2025-04-22,True,97.1989974975586,1.0,1.0,bull,1.3047087071076158,-4.6668326937546745,-11.281158449976736,6.354654294866724,24.955524837337784,8.872600936526908,-16.058394217515204,20.0,10.0,confirmed,False
TSLA,2025-03-24,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-04-22,True,278.3900146484375,1.0,1.0,bear,-11.621313091106622,-8.617772184562478,-17.73977846778303,-16.08956413990953,13.557821178402474,2.9090267357006594,-24.453457197106854,3.0,10.0,bear/crash-recovery,True
TSLA,2025-03-25,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2025-04-23,True,288.1400146484375,1.0,1.0,bull,-12.22748855437481,-5.02370764277138,-21.509942073176326,-11.292718373803712,13.974386007303007,3.2512567474498155,-24.20222273253998,2.0,9.0,confirmed,True
AAOI,2025-04-07,绝反,juefan,entry,v5沿用v4,validation,2025-08-26,2025-05-06,True,11.229999542236328,3.0,1.0,bear,-20.23061699191595,-6.755073425020441,-9.241606381247303,15.540821095829926,137.54662945874375,27.89059960071356,-19.51097571280338,18.0,9.0,juefan,False
NVDA,2025-04-07,绝反,juefan,entry,v5沿用v4,validation,2025-08-26,2025-05-06,True,97.50335693359376,3.0,1.0,bear,-6.2455758905193175,6.646762547809737,-4.739425400673003,9.372906957797401,53.50261982370166,11.164643310592371,-9.006838160114249,18.0,1.0,juefan,False
TQQQ,2025-04-07,绝反,juefan,entry,v5沿用v4,validation,2025-08-26,2025-05-06,True,20.434749603271484,3.0,1.0,bear,-10.55031213984251,9.275163436490486,-0.727033772955632,25.005508134069785,87.37030685654372,32.60629122425247,-18.263937050014476,18.0,1.0,juefan,False
NVDA,2025-04-09,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-05-08,True,114.16999816894533,3.0,1.0,bear,-6.395074545512025,-4.461915466675848,-2.68812585158108,7.314624483070387,46.302551378367404,8.512391312621892,-13.10231052561408,20.0,7.0,bear/crash-recovery,False
SNOW,2025-04-09,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-05-08,True,151.14999389648438,2.0,1.0,bull,-2.3365370882966863,-1.4637424411098277,7.0219248985560645,17.349073336056065,50.75885328836425,19.001685105528043,-8.68195763727867,20.0,7.0,stage,False
TQQQ,2025-04-09,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-05-08,True,26.062355041503903,6.0,1.0,bear,-10.82710997234162,-6.963839311646536,7.1076444259606575,21.425650929638685,71.04029338525011,24.71241889107496,-17.337708603803193,20.0,7.0,bear/crash-recovery,False
YINN,2025-04-09,绝反,juefan,entry,v5沿用v4,validation,2025-08-26,2025-05-08,True,26.799999237060547,4.0,1.0,bear,13.626062016388119,4.200151793747198,20.416370457551224,28.780129299850476,48.13733607198325,34.66033623812741,-7.706350502838555,18.0,1.0,juefan,False
YINN,2025-04-14,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-05-13,True,31.1200008392334,1.0,0.0,bull,10.912883090414315,1.134149278025931,4.2449693217256,21.289693988600924,29.001946163077207,25.30783345472132,-10.1425826513604,19.0,4.0,bear/crash-recovery,False
TEM,2025-04-23,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-05-21,True,49.54999923706055,2.0,1.0,bear,3.2763477059146506,2.5198345329698,16.58729472728624,15.357138153647231,15.099199534243635,42.79761714639763,-3.351196308705273,15.0,10.0,bear/crash-recovery,False
AAOI,2025-04-24,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-05-22,True,12.789999961853027,2.0,1.0,bear,-24.884164724556022,16.561015622349196,16.957213650782442,39.54041814614024,108.79556751519246,67.6703648121681,-5.982568314480385,13.0,4.0,bear/crash-recovery,False
MRNA,2025-04-24,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-05-22,True,27.38999938964844,1.0,0.0,bear,-12.279003348973895,0.7830014698390064,-9.097690387105018,-0.37285750412974217,22.035793865249875,12.97538993972438,-13.665171699781897,18.0,15.0,bear/crash-recovery,True
TEM,2025-04-24,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2025-05-22,True,53.5,2.0,1.0,bull,2.773202927161189,-2.5559117341695803,22.570949714102028,11.351251680983188,14.790458338644473,35.25653534864441,-8.455178776030593,14.0,9.0,confirmed,False
MRNA,2025-04-28,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2025-05-27,True,27.459999084472656,1.0,2.0,bear,-12.8768238259367,1.365374104921191,-6.426358564873813,-2.566903039465762,23.83032271102541,10.322224899771303,-15.69269776805835,16.0,13.0,confirmed,True
AAOI,2025-05-01,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2025-05-30,True,14.710000038146973,2.0,1.0,bear,-24.308565277757253,-3.213113253233868,23.737710421202607,1.1147545986488039,58.09836465804301,38.7540973600794,-17.65901534283748,8.0,6.0,confirmed,False
TSLA,2025-06-12,S卖,s_sell,exit,v5沿用v4,validation,2025-08-26,2025-07-14,True,319.1099853515625,1.0,0.0,bull,6.923056602422273,2.6085302447889314,3.076728230261372,0.9332078429115986,,13.877124296850107,-8.026248402412516,6.0,15.0,major-top,True
TEM,2025-07-16,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-08-13,True,59.970001220703125,4.0,1.0,bull,9.652237533497132,6.660087396148939,-4.9333990005756885,14.504186286699984,,18.1549035545312,-12.201943456790632,20.0,12.0,base-bull,False
TEM,2025-07-22,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2025-08-19,True,61.08000183105469,2.0,0.0,bull,9.579179558004757,-4.638035312020705,-5.537829564880492,19.558285204179437,,29.22699037017511,-12.654397726546529,19.0,8.0,confirmed,False
SNOW,2025-07-23,S卖,s_sell,exit,v5沿用v4,validation,2025-08-26,2025-08-20,True,212.55999755859375,1.0,1.0,bull,13.659839402073072,2.689853349596305,-1.850730186176286,-9.188379077810282,,6.880802826720833,-12.358395965550727,6.0,14.0,major-top,False
AAOI,2025-07-25,S卖,s_sell,exit,v5沿用v4,validation,2025-08-26,2025-08-22,True,27.1299991607666,2.0,1.0,bull,32.48106301006288,-21.73754813697939,-21.51944757193689,-9.887311125860531,,0.2908030644873216,-27.717193517122418,1.0,11.0,major-top,False
MRNA,2025-08-01,S卖,s_sell,exit,v5沿用v4,validation,2025-08-26,,False,27.604999542236328,1.0,2.0,bear,7.406941660122124,-6.764228419420371,0.01785139469636654,,,,,,,bear-rally,
NFLX,2025-08-08,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,,False,121.16400146484376,1.0,1.0,bull,3.014110415308968,2.0543452248679595,-0.7710024061931553,,,,,,,stage,
NFLX,2025-08-11,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,,False,121.83100128173828,1.0,0.0,bull,2.696771870372494,1.6400021922831742,-0.5657149334343248,,,,,,,confirmed,
TQQQ,2025-08-22,S卖,s_sell,exit,v5沿用v4,validation,2025-08-26,,False,44.898475646972656,2.0,1.0,bull,11.350767878814171,,,,,,,,,major-top,
AAOI,2025-09-10,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2025-10-08,True,27.719999313354492,5.0,1.0,bull,10.093429812693767,7.751367101702544,-2.4131621141010084,17.806218542259835,-4.05850308910275,26.581347162761414,-9.360144169053985,19.0,11.0,base-bull,False
AAOI,2025-09-15,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2025-10-13,True,29.559999465942383,1.0,3.0,bull,11.512056382585811,2.8282832693932614,-12.659933105367715,-2.0202032527164904,2.289556836226314,18.518518042811174,-16.531985593545684,19.0,8.0,confirmed,True
MRNA,2025-09-22,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2025-10-20,True,26.559999465942383,1.0,1.0,bear,-2.4066853690884127,-5.202093657815798,3.068868350468179,1.9461095476292822,11.863773045494064,10.217071555913272,-10.516465337399772,12.0,4.0,bear/crash-recovery,False
GOOGL,2025-10-10,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2025-11-07,True,236.57000732421875,0.0,2.0,bull,12.082388217815065,5.449396766173509,8.205322910358737,16.077589933379286,34.04104824403238,21.389612500709077,-0.2081511952146009,14.0,1.0,major-top,True
YINN,2025-10-10,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2025-11-07,True,43.41999816894531,1.0,2.0,bull,9.399726900899541,1.7065550631512938,5.619148399188667,0.1664970495836915,-5.0364166646620685,10.780437851038482,-5.494275612000898,13.0,2.0,major-top,True
TEM,2025-10-30,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2025-11-28,True,86.2699966430664,0.0,3.0,bull,14.962178961830318,-18.005007007206796,-22.725200345370688,-11.362600172685344,-26.558233576452317,2.9686085813334984,-26.979073833831578,2.0,13.0,major-top,False
MRNA,2025-11-11,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2025-12-10,True,26.40999984741211,1.0,0.0,bear,-4.1515736010058095,-4.392865660092992,-5.045081554245057,11.375407987096331,60.943793989667604,11.720699185039308,-14.521387952655019,20.0,8.0,bear/crash-recovery,False
MRNA,2025-11-12,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2025-12-11,True,26.709999084472656,1.0,0.0,bear,-3.928036064316809,-7.391804902565225,-4.2129465942395194,13.481418874496342,60.838751245511055,13.672920763582287,-14.668708671678898,20.0,7.0,confirmed,False
TQQQ,2025-11-17,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2025-12-16,True,50.74430084228515,1.0,2.0,bull,7.339064930016148,2.190659707322906,10.633192569366233,4.691414799770155,-2.8790714460685707,14.214267582395546,-9.492849909200519,16.0,4.0,major-top,True
AAOI,2025-11-21,绝反,juefan,entry,v5沿用v4,test,2026-08-27,2025-12-22,True,20.579999923706055,3.0,1.0,bear,5.640011324200178,27.48679177077573,33.78183982248917,87.86642106688159,148.3421510402016,90.29312585485837,-0.8649702537012027,20.0,1.0,juefan,False
MRNA,2025-11-21,绝反,juefan,entry,v5沿用v4,test,2026-08-27,2025-12-22,True,23.719999313354492,4.0,1.0,bear,-1.9206299800512916,1.6835000617720919,17.718851194938658,46.88552689261203,109.89056587324657,51.094281060822986,-0.9048827883702759,20.0,1.0,juefan,False
SNOW,2025-11-21,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2025-12-22,True,234.02999877929688,1.0,2.0,bull,9.250094051102487,6.015987898759434,-5.212452481581764,-4.568784497172807,-27.4295320931111,12.835504795348962,-10.849808000522799,6.0,15.0,major-top,False
AAOI,2025-12-12,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2026-01-13,True,32.060001373291016,1.0,7.0,bull,0.22034529200207764,-7.007127639452215,9.115200911540477,1.4845605566196074,215.2909782637011,24.58431919320512,-20.42755643044917,7.0,3.0,major-top,True
YINN,2025-12-19,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-01-21,True,43.939998626708984,2.0,0.0,bull,-3.954755067225868,-1.0502262385507888,9.703196516049118,3.744290909166925,-22.077621774849764,15.205479368540441,-3.378994447525141,14.0,7.0,stage,False
YINN,2025-12-26,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2026-01-27,True,44.90999984741211,1.0,1.0,bull,-5.029342301377193,12.914612785778123,18.4192005180307,11.644321238262801,-21.665489174595855,18.701484537373947,-0.4469504450973827,10.0,3.0,confirmed,False
TEM,2026-01-02,绝反,juefan,entry,v5沿用v4,test,2026-08-27,2026-02-02,True,62.36000061035156,5.0,1.0,bear,-7.092752135628533,3.127909181476163,9.445999833544816,-8.885780749064997,-29.629630069359102,18.783067683745113,-10.504207267823206,6.0,20.0,juefan,True
SNOW,2026-01-05,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-02-03,True,224.36000061035156,4.0,1.0,bull,-0.9051226242072552,-2.314856417163247,-8.554320747730737,-23.17516386112458,-32.0975631409368,4.793790491615857,-25.068295768517878,3.0,20.0,stage,True
TSLA,2026-01-05,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2026-02-03,True,451.6700134277344,2.0,1.0,bull,2.7508683749134955,0.5779798700757066,-6.07778228998741,-5.470678157760522,-14.58846597178638,1.774269192957112,-7.3233572480443705,5.0,20.0,major-top,False
MRNA,2026-01-06,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-02-04,True,35.65999984741211,4.0,1.0,bull,6.418802667755985,14.782604272814769,44.37681557475657,23.971015819604837,42.608697863592624,60.0000022114187,-6.173916139464453,11.0,4.0,base-bull,False
SNOW,2026-01-06,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2026-02-04,True,234.52999877929688,2.0,1.0,bull,-1.0430082714769418,-10.517094277928019,-11.752136752136755,-29.363250732421875,-35.1068349984976,0.9871784438434839,-31.82905800322182,2.0,20.0,confirmed,True
MRNA,2026-01-13,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2026-02-11,True,39.599998474121094,3.0,2.0,bull,7.681888913385326,25.371260878920477,14.019631912914665,1.9632489007901155,28.265793283732354,38.93783387602916,-7.739745276539633,6.0,20.0,confirmed,False
AAOI,2026-01-28,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-02-26,True,45.22999954223633,4.0,1.0,bull,4.97123767963743,-7.0579985039775694,12.741675242997008,25.064053680511943,277.75447709324516,38.01537288332286,-13.771252519806144,19.0,6.0,base-bull,False
SNOW,2026-02-10,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-03-11,True,182.5800018310547,2.0,0.0,bear,-8.994931650366954,-6.140727024339377,-9.802771210732807,-4.355017676932393,-18.059703507748214,0.47974086737918586,-17.577294792474774,1.0,9.0,bear/crash-recovery,True
TSLA,2026-02-10,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-03-11,True,425.2099914550781,1.0,0.0,bull,-1.3496409613157123,-3.888210221306654,-2.4675198077954485,-4.706043680013828,-3.778386585899718,1.9604670567244353,-10.87952109735497,1.0,18.0,stage,True
TSLA,2026-02-11,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2026-03-12,True,428.2699890136719,1.0,0.0,bull,-1.3193518651979153,-4.320240963342725,-5.047641607453002,-8.201250064715982,-0.4531679629959151,1.3781137256765552,-11.364163440323338,1.0,17.0,confirmed,True
TEM,2026-02-19,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-03-19,True,59.959999084472656,2.0,1.0,bear,-8.81175190604181,-10.455722542055524,-14.269556688169649,-21.23464635235608,-29.007757681162204,0.193921993880819,-24.434393157069422,1.0,20.0,bear/crash-recovery,True
YINN,2026-02-20,绝反,juefan,entry,v5沿用v4,test,2026-08-27,2026-03-20,True,42.7400016784668,3.0,1.0,bear,-2.917412798521113,-12.664355379497716,-23.0680515616852,-27.981544608376208,-24.821219608477406,0.8535242436119361,-28.4659715792284,1.0,20.0,juefan,True
NFLX,2026-02-25,绝反,juefan,entry,v5沿用v4,test,2026-08-27,2026-03-25,True,82.69999694824219,2.0,1.0,bear,-10.090616504542105,18.58173952035682,14.050484218981962,10.913464139551898,7.3317383741136055,20.4206804283098,-0.4807619124471918,6.0,1.0,juefan,False
SNOW,2026-02-25,绝反,juefan,entry,v5沿用v4,test,2026-08-27,2026-03-25,True,169.2100067138672,3.0,1.0,bear,-11.60775109237031,-5.705003247751628,0.5548028585687037,-9.992155114943724,-7.229325811912258,3.530600182448751,-12.088100778468448,11.0,4.0,juefan,True
GOOGL,2026-03-09,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-04-07,True,306.3599853515625,3.0,0.0,bull,0.41491257295378503,-0.19924089309438786,-1.342396606096996,-0.23190447839982475,17.251845213479,2.057676296393973,-11.12454733723004,7.0,15.0,stage,True
GOOGL,2026-03-11,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2026-04-09,True,308.70001220703125,1.0,0.0,bull,-0.015692014349311112,0.28355227704175423,-5.178936923642796,3.8035273553150395,20.112766436990782,4.973593274157495,-11.312828741307579,19.0,13.0,confirmed,False
YINN,2026-03-16,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-04-14,True,36.15999984741211,1.0,1.0,bear,-5.418872068883518,-13.30787427622695,-16.93482245584542,-3.463312534719265,-22.25251799159872,0.35451615654926716,-18.380142351568008,1.0,9.0,bear/crash-recovery,True
MRNA,2026-03-27,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2026-04-27,True,49.560001373291016,1.0,4.0,bull,20.253727047721327,-1.8218395434250745,2.0231526593873506,-1.962754884943585,21.630597074812542,13.135383243269105,-5.10317038016348,16.0,1.0,major-top,False
NVDA,2026-04-06,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-05-04,True,177.43319702148438,1.0,0.0,bear,-1.0817039578549181,7.727767651943274,14.98321436544292,12.9459959301218,12.564894400818805,23.388157102079266,-1.1779389493863701,15.0,1.0,bear/crash-recovery,False
NVDA,2026-04-07,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2026-05-05,True,177.89266967773438,1.0,0.0,bear,-1.1235157938669915,6.509481069169731,8.336045788662872,6.504057678910113,5.72198824350536,17.523030551298604,-2.2764211101583554,14.0,1.0,confirmed,False
TQQQ,2026-04-08,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-05-06,True,47.88973617553711,1.0,1.0,bear,-5.932602195525128,15.889211893137345,25.385249749242323,49.0420670445302,59.50843446585834,49.22949721616059,-1.4785486832661343,20.0,1.0,bear/crash-recovery,False
TQQQ,2026-04-09,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2026-05-07,True,48.847530364990234,1.0,1.0,bear,-5.9509041586725875,14.323345281879263,19.975690398948885,44.529979969289776,46.66999812123534,48.500820250149744,-1.8233397760285763,20.0,2.0,confirmed,False
MSFT,2026-04-13,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-05-11,True,384.3699951171875,1.0,1.0,bear,-7.863841209582823,7.772219234082112,9.512268668592005,6.3776008914228965,-0.9177221986344075,11.801401627819153,-0.36090543555400423,7.0,1.0,bear/crash-recovery,False
SNOW,2026-04-13,绝反,juefan,entry,v5沿用v4,test,2026-08-27,2026-05-11,True,134.24000549316406,6.0,1.0,bear,-11.130087598673732,10.374173934742315,5.832719567308664,11.151868384383112,96.2509055357833,15.187084728370603,-2.4064553968141444,18.0,13.0,juefan,False
MSFT,2026-04-14,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2026-05-12,True,393.1099853515625,1.0,1.0,bear,-7.837622050910332,6.5728652417360145,7.851758793969843,2.454771108962772,-3.241204496604111,8.969852313324456,-0.3190927170029889,6.0,1.0,confirmed,False
TEM,2026-04-14,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-05-12,True,49.529998779296875,2.0,1.0,bear,-10.362271873618823,9.533273480087434,1.4895730342186386,-6.752726542641652,15.650449467571281,15.273093693058915,-9.18570037768156,2.0,20.0,bear/crash-recovery,True
SNOW,2026-04-15,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-05-13,True,144.47999572753906,1.0,0.0,bear,-11.645054588543768,4.122885691134992,-5.481562305511978,1.9811199936599522,79.80723332557848,5.07997868406147,-10.969813926726356,16.0,11.0,bear/crash-recovery,False
TEM,2026-04-15,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2026-05-13,True,56.40999984741211,3.0,1.0,bear,-10.406352695339438,-4.235317561618402,-13.706546491692729,-20.81428205805039,-3.510738966712923,0.12938973991549751,-21.935651029270666,1.0,20.0,confirmed,True
NFLX,2026-04-17,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2026-05-15,True,97.30999755859376,1.0,7.0,bear,2.7544138067199686,-4.838374488133923,-5.229567493281262,-10.417956362124968,-24.15070952427104,0.47354240000301306,-12.394483211012219,1.0,16.0,bear-rally,False
TSLA,2026-04-17,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-05-15,True,400.6199951171875,2.0,1.0,bull,-6.443140705296413,-6.527894991267658,-2.9211534701901853,4.883502488413005,-2.0169892662386224,12.623580162770033,-9.578220190951292,18.0,6.0,stage,False
SNOW,2026-04-20,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2026-05-18,True,150.44000244140625,1.0,0.0,bear,-12.078235222351385,-4.848288791292587,-4.874669585832603,8.337730132423339,78.11344204649744,9.023741507266347,-12.255937389849358,20.0,8.0,confirmed,False
GOOGL,2026-06-01,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2026-06-30,True,376.3699951171875,0.0,2.0,bull,8.458740431058853,-0.8947322109340017,0.7528873655027635,-2.515071691210291,-6.707765237332253,2.566901376500197,-9.926616791069842,11.0,18.0,major-top,False
TSLA,2026-06-05,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2026-07-07,True,391.0,1.0,2.0,bear,1.5543574766066603,2.5483830256871176,2.2001870956370517,1.6577113886942385,,9.217066590200119,-6.996689982652571,17.0,14.0,bear-rally,False
NVDA,2026-06-08,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2026-07-08,True,208.63999938964844,1.0,1.0,bull,5.925861889316164,0.8688642453136941,-5.023265633050677,-3.0861267451760432,,1.6000429465880206,-9.885097591919322,9.0,14.0,major-top,False
MSFT,2026-06-09,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2026-07-09,True,403.4100036621094,0.0,2.0,bear,1.8091804938280331,-1.1842934049103304,-8.302596249251303,-3.560407195088755,,1.6284082174716996,-12.382380403326687,1.0,11.0,bear-rally,False
TQQQ,2026-06-09,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2026-07-09,True,73.55065155029297,1.0,2.0,bull,19.30922341016259,11.509493993250919,2.4955000111159586,6.746327008661979,,18.73605610405573,-3.7388396955437386,8.0,1.0,major-top,True
MSFT,2026-06-26,绝反,juefan,entry,v5沿用v4,test,2026-08-27,2026-07-27,True,372.9700012207031,5.0,1.0,bear,0.9084955659734995,2.4476795322847744,3.57350734685431,3.0728492989445355,,7.5470172806291425,-4.662253272454475,13.0,1.0,juefan,False
SNOW,2026-06-26,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-07-27,True,248.9600067138672,5.0,1.0,bull,14.944145393976726,4.434965463127893,7.0489268048141485,8.750400911052324,,11.3683386823608,-1.9724306959694404,16.0,2.0,base-bull,False
SNOW,2026-06-29,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,2026-07-28,True,251.6499938964844,2.0,1.0,bull,14.925292066084705,5.180138920949506,10.464371125020477,8.230577281275986,,11.885503130464548,-1.5172171731865913,15.0,1.0,confirmed,False
MSFT,2026-07-02,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-07-31,True,390.489990234375,1.0,0.0,bear,0.4218022684154832,-0.5012408016162762,1.7517565702797055,20.070274638484896,,20.61802036770748,-3.5371026610075407,20.0,4.0,bear/crash-recovery,False
NFLX,2026-07-02,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-07-31,True,77.6500015258789,1.0,1.0,bear,-6.254635708217182,-4.813179808433709,-10.547489218580964,-6.966791150773577,,1.4400630305957618,-15.56824041896342,2.0,10.0,bear/crash-recovery,True
NFLX,2026-07-17,绝反,juefan,entry,v5沿用v4,test,2026-08-27,2026-08-14,True,68.94999694824219,1.0,3.0,bear,-8.970917537539991,2.5907445125479045,4.961942922703577,14.402816175701204,,15.237124866231543,-2.3858273722174084,20.0,1.0,juefan,False
MRNA,2026-07-20,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2026-08-17,True,59.4900016784668,0.0,1.0,bull,10.88919989352588,-6.519908188291823,-7.343302058712242,8.317931276345437,,10.10755062005979,-11.510668236134835,20.0,10.0,major-top,True
TEM,2026-07-21,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,2026-08-18,True,48.97999954223633,1.0,2.0,bear,4.830087430609176,-11.235257809749777,-2.6484637812938527,2.1311788542806243,,18.001234468507633,-15.64246034940826,16.0,5.0,bear-rally,True
AAOI,2026-07-30,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,2026-08-27,True,90.11000061035156,5.0,1.0,bull,-8.582051727033068,24.09590720704935,29.950053760174967,13.166833672413315,,60.82917876845413,-11.95804335980858,12.0,2.0,base-bull,False
AAOI,2026-07-30,绝反,juefan,entry,v5沿用v4,test,2026-08-27,2026-08-27,True,90.11000061035156,5.0,1.0,bull,-8.582051727033068,24.09590720704935,29.950053760174967,13.166833672413315,,60.82917876845413,-11.95804335980858,12.0,2.0,juefan,False
GOOGL,2026-07-31,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,,False,356.1300048828125,2.0,1.0,bull,0.24926353001160084,-3.0510395516818223,-5.34957385621091,,,,,,,stage,
AAOI,2026-08-03,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,,False,110.20999908447266,1.0,1.0,bull,-10.085785149596283,3.2937979474005896,20.46665608866345,,,,,,,confirmed,
GOOGL,2026-08-03,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,,False,373.510009765625,1.0,1.0,bull,-0.08785033032263634,-2.905874795382968,-6.577589794256222,,,,,,,confirmed,
TQQQ,2026-08-04,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,,False,74.81999969482422,1.0,0.0,bull,3.9690495824528993,-3.372573774862131,-4.0735376354870905,,,,,,,stage,
YINN,2026-08-04,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,,False,31.90999984741211,0.0,5.0,bear,-7.193996914295841,-6.353163739491463,-11.149174262400797,,,,,,,bear-rally,
AAOI,2026-08-18,S卖,s_sell,exit,v5沿用v4,test,2026-08-27,,False,131.41000366210938,0.0,5.0,bull,-11.455885449138659,-16.709608802181187,,,,,,,,major-top,
TEM,2026-08-19,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,,False,61.25,5.0,1.0,bull,-0.2979964079335984,10.755298930848301,,,,,,,,base-bull,
TEM,2026-08-20,B确认(v5),b_confirm_v5,entry,v5,test,2026-08-27,,False,66.6500015258789,2.0,3.0,bull,0.5648892358369739,7.759152569634797,,,,,,,,confirmed,
NVDA,2026-08-27,B买Setup(v4),b_setup_v4,setup,v4,test,2026-08-27,,False,227.97999572753903,5.0,1.0,bull,-0.08145638170923286,,,,,,,,,base-bull,
