symbol,episode_id,date,available_at,position,age,close,mid,setup_high,above_high,above_mid,both
NVDA,NVDA:2023-02-23,2023-02-27,2023-03-02,flat,2,23.448896408081055,21.66650810241699,23.835042267919597,False,True,False
NVDA,NVDA:2023-02-23,2023-02-28,2023-03-02,flat,3,23.164531707763672,21.868758773803712,23.835042267919597,False,True,False
NVDA,NVDA:2023-02-23,2023-03-01,2023-03-02,flat,4,22.64767837524414,22.02645835876465,23.835042267919597,False,True,False
NVDA,NVDA:2023-02-23,2023-03-02,2023-03-02,flat,5,23.262310028076172,22.1447452545166,23.835042267919597,False,True,False
NVDA,NVDA:2025-04-09,2025-04-10,2025-04-16,held,1,107.4194564819336,111.25608291625977,114.93891720962624,False,False,False
NVDA,NVDA:2025-04-09,2025-04-11,2025-04-16,held,2,110.7747573852539,110.71983451843262,114.93891720962624,False,True,False
NVDA,NVDA:2025-04-09,2025-04-14,2025-04-16,held,3,110.55506134033205,110.27945137023926,114.93891720962624,False,True,False
NVDA,NVDA:2025-04-09,2025-04-15,2025-04-16,held,4,112.04297637939452,110.11817741394043,114.93891720962624,False,True,False
NVDA,NVDA:2025-04-09,2025-04-16,2025-04-16,held,5,104.3437728881836,109.4675895690918,114.93891720962624,False,False,False
GOOGL,GOOGL:2021-10-27,2021-10-28,2021-11-03,flat,1,145.8489990234375,139.71617584228517,148.64999389648438,False,True,False
GOOGL,GOOGL:2021-10-27,2021-10-29,2021-11-03,flat,2,148.04600524902344,140.29132614135742,148.64999389648438,False,True,False
GOOGL,GOOGL:2021-10-27,2021-11-01,2021-11-03,flat,3,143.4969940185547,140.78320083618163,148.64999389648438,False,True,False
GOOGL,GOOGL:2021-10-27,2021-11-02,2021-11-03,flat,4,145.4324951171875,141.25367584228516,148.64999389648438,False,True,False
GOOGL,GOOGL:2021-10-27,2021-11-03,2021-11-03,flat,5,146.59800720214844,141.70532608032227,148.64999389648438,False,True,False
AAOI,AAOI:2022-02-01,2022-02-02,2022-02-08,held,1,4.0,4.180999994277954,4.230000019073486,False,False,False
AAOI,AAOI:2022-02-01,2022-02-03,2022-02-08,held,2,3.849999904632568,4.121999979019165,4.230000019073486,False,False,False
AAOI,AAOI:2022-02-01,2022-02-04,2022-02-08,held,3,3.950000047683716,4.080999982357025,4.230000019073486,False,False,False
AAOI,AAOI:2022-02-01,2022-02-07,2022-02-08,held,4,3.930000066757202,4.042999982833862,4.230000019073486,False,False,False
AAOI,AAOI:2022-02-01,2022-02-08,2022-02-08,held,5,3.869999885559082,4.01749997138977,4.230000019073486,False,False,False
AAOI,AAOI:2022-03-08,2022-03-09,2022-03-15,flat,1,3.7200000286102295,3.825,3.785000085830689,False,False,False
AAOI,AAOI:2022-03-08,2022-03-10,2022-03-15,flat,2,3.5999999046325684,3.8024999856948853,3.785000085830689,False,False,False
AAOI,AAOI:2022-03-08,2022-03-11,2022-03-15,flat,3,3.450000047683716,3.778499984741211,3.785000085830689,False,False,False
AAOI,AAOI:2022-03-08,2022-03-14,2022-03-15,flat,4,3.0199999809265137,3.7389999866485595,3.785000085830689,False,False,False
AAOI,AAOI:2022-03-08,2022-03-15,2022-03-15,flat,5,3.140000104904175,3.7139999866485596,3.785000085830689,False,False,False
AAOI,AAOI:2022-05-03,2022-05-04,2022-05-10,flat,1,2.8499999046325684,2.8979999661445617,2.799999952316284,True,False,False
AAOI,AAOI:2022-05-03,2022-05-05,2022-05-10,flat,2,2.609999895095825,2.8709999561309814,2.799999952316284,False,False,False
AAOI,AAOI:2022-05-03,2022-05-06,2022-05-10,flat,3,2.5299999713897705,2.8364999532699584,2.799999952316284,False,False,False
AAOI,AAOI:2022-05-03,2022-05-09,2022-05-10,flat,4,2.2100000381469727,2.7919999599456786,2.799999952316284,False,False,False
AAOI,AAOI:2022-05-03,2022-05-10,2022-05-10,flat,5,2.2799999713897705,2.7524999618530273,2.799999952316284,False,False,False
AAOI,AAOI:2023-03-31,2023-04-03,2023-04-10,held,1,2.2899999618530273,2.376000016927719,2.2300000190734863,True,False,False
AAOI,AAOI:2023-03-31,2023-04-04,2023-04-10,held,2,2.2100000381469727,2.349000018835068,2.2300000190734863,False,False,False
AAOI,AAOI:2023-03-31,2023-04-05,2023-04-10,held,3,2.109999895095825,2.313500016927719,2.2300000190734863,False,False,False
AAOI,AAOI:2023-03-31,2023-04-06,2023-04-10,held,4,2.140000104904175,2.2800000250339507,2.2300000190734863,False,False,False
AAOI,AAOI:2023-03-31,2023-04-10,2023-04-10,held,5,2.2200000286102295,2.258000022172928,2.2300000190734863,False,False,False
AAOI,AAOI:2023-05-10,2023-05-11,2023-05-17,held,1,1.7100000381469729,1.9597500085830688,1.919999957084656,False,False,False
AAOI,AAOI:2023-05-10,2023-05-12,2023-05-17,held,2,1.690000057220459,1.9382500171661377,1.919999957084656,False,False,False
AAOI,AAOI:2023-05-10,2023-05-15,2023-05-17,held,3,1.6399999856948853,1.910750013589859,1.919999957084656,False,False,False
AAOI,AAOI:2023-05-10,2023-05-16,2023-05-17,held,4,1.7300000190734863,1.8872500121593476,1.919999957084656,False,False,False
AAOI,AAOI:2023-05-10,2023-05-17,2023-05-17,held,5,1.7400000095367432,1.8647500097751617,1.919999957084656,False,False,False
AAOI,AAOI:2024-05-06,2024-05-07,2024-05-13,held,1,11.65999984741211,11.177499961853027,12.399999618530272,False,True,False
AAOI,AAOI:2024-05-06,2024-05-08,2024-05-13,held,2,10.829999923706056,11.13149995803833,12.399999618530272,False,False,False
AAOI,AAOI:2024-05-06,2024-05-09,2024-05-13,held,3,10.539999961853027,11.062999963760376,12.399999618530272,False,False,False
AAOI,AAOI:2024-05-06,2024-05-10,2024-05-13,held,4,10.220000267028809,11.0125,12.399999618530272,False,False,False
AAOI,AAOI:2024-05-06,2024-05-13,2024-05-13,held,5,10.0,10.954500007629395,12.399999618530272,False,False,False
AAOI,AAOI:2025-03-14,2025-03-17,2025-03-21,held,1,20.979999542236328,21.042000007629394,23.690000534057617,False,False,False
AAOI,AAOI:2025-03-14,2025-03-18,2025-03-21,held,2,20.200000762939453,20.73050003051758,23.690000534057617,False,False,False
AAOI,AAOI:2025-03-14,2025-03-19,2025-03-21,held,3,21.1299991607666,20.420499992370605,23.690000534057617,False,True,False
AAOI,AAOI:2025-03-14,2025-03-20,2025-03-21,held,4,21.079999923706055,20.09949998855591,23.690000534057617,False,True,False
AAOI,AAOI:2025-03-14,2025-03-21,2025-03-21,held,5,20.43000030517578,19.76899995803833,23.690000534057617,False,True,False
