position,event_type,group_by,group,events,complete,incomplete,symbols,wins,interference,win_rate_pct,interference_rate_pct,mean_ret20_pct,median_ret20_pct,mean_mfe20_pct,mean_mae20_pct,actual_entries,direct_entries,raw_b_jf_overlap,tradable_b_jf_overlap,suppressed_b_with_buy,pending_setup_rows,confirmed_setup_rows
flat,tradable_jf,symbol,NVDA,1,1,0,1,1,0,100.0,0.0,9.372906957797401,9.372906957797401,11.164643310592371,-9.006838160114249,1,1,0,0,0,0,0
flat,tradable_jf,symbol,GOOGL,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0
flat,tradable_jf,symbol,AAOI,8,7,1,1,4,3,57.14285714285714,42.857142857142854,20.675425796212217,13.186806780807615,38.753771050857225,-14.493189595116375,8,8,1,0,0,1,0
flat,tradable_jf,source_trusted,false,17,17,0,4,12,5,70.58823529411765,29.411764705882355,3.1372452693572965,5.022692543819107,17.329421836823236,-14.571210939829479,17,17,2,0,0,2,0
flat,tradable_jf,source_trusted,true,23,22,1,5,15,7,68.18181818181817,31.818181818181817,12.771387726680468,10.552858208117033,25.80682649795618,-11.947102411645922,23,23,1,0,0,1,0
flat,tradable_jf,flat_origin,initial,5,5,0,5,2,3,40.0,60.0,1.6341619841005972,-0.2518889267302482,18.43174119677422,-15.714770459115812,5,5,0,0,0,0,0
flat,tradable_jf,flat_origin,S,13,12,1,7,8,4,66.66666666666666,33.33333333333333,3.9084986568968447,8.880501559046328,20.624218991715534,-15.206095757546437,13,13,1,0,0,1,0
flat,tradable_jf,flat_origin,trail,22,22,0,7,17,5,77.27272727272727,22.727272727272727,12.692313898308146,10.14318554867465,23.759137286207885,-11.340901711235235,22,22,2,0,0,2,0
held,raw_b,all,all,97,94,3,9,42,46,44.680851063829785,48.93617021276596,-0.468506822480532,-3.770497774571174,16.14462978827326,-15.449492424229406,0,0,7,0,5,46,5
held,raw_b,symbol,TQQQ,7,7,0,1,3,4,42.857142857142854,57.14285714285714,-0.22778287101588696,-15.306818886390117,15.529283824258275,-24.489223072660568,0,0,1,0,0,5,0
held,raw_b,symbol,MSFT,7,6,1,1,3,2,50.0,33.33333333333333,2.666205787170757,-0.9259221946621099,6.327888672421662,-7.126951260271542,0,0,0,0,0,6,0
held,raw_b,symbol,NFLX,9,7,2,1,6,0,85.71428571428571,0.0,7.285545592531027,7.600302441902529,10.507336321156998,-2.412437992623494,0,0,0,0,0,4,0
held,raw_b,symbol,YINN,18,18,0,1,7,9,38.88888888888889,50.0,-1.2888556563446991,-2.5889578549626755,18.880306133477156,-15.827625598162967,0,0,2,0,1,7,1
