case,rule,mode,symbol,total,cagr,mdd,sharpe,calmar,exposure
year2022,v5,carry_mark,TSLA,4.29980378587731,4.334937287399443,31.709273405746096,0.2901885658751232,0.1367088180145402,0.12
year2022,v5,carry_mark,MRNA,5.5883557070067535,5.634299093412798,4.137505872436364,0.5296541141381406,1.3617621985621615,0.024
year2022,v5,carry_mark,NVDA,0.0,0.0,0.0,,,0.0
year2022,v5,carry_mark,GOOGL,0.0,0.0,0.0,,,0.0
year2022,v5,carry_mark,AAOI,159.14023511099828,161.12179784832,26.82796515540703,2.072006455050868,6.005740536599989,0.228
year2022,P-confirm5-v5profit50,reset_liquidate,TQQQ,-1.6549424926050382,-1.6680709933924454,23.94679084632988,0.09770549985637299,-0.06965739184413916,0.124
year2022,P-confirm5-v5profit50,reset_liquidate,MSFT,6.027552906191702,6.077209860539656,11.964166017531063,0.5149673175802288,0.5079509805894314,0.332
year2022,P-confirm5-v5profit50,reset_liquidate,NFLX,42.920295584886034,43.32919344493511,13.48855227367033,1.559358734022277,3.212293844871236,0.42
year2022,P-confirm5-v5profit50,reset_liquidate,YINN,-18.274382953584777,-18.406216098224547,41.211374335300334,-0.08029460260188198,-0.446629514183864,0.16
year2022,P-confirm5-v5profit50,reset_liquidate,SNOW,-7.013794630456571,-7.067873834222372,23.3711413573513,-0.04441163390833686,-0.3024188560649478,0.292
year2022,P-confirm5-v5profit50,reset_liquidate,TSLA,4.299803785877376,4.33493728739951,31.709273405746043,0.29018856587512576,0.13670881801454254,0.12
year2022,P-confirm5-v5profit50,reset_liquidate,MRNA,-1.0862331603067599,-1.0948752801152595,15.082581000414397,0.04932498053770358,-0.07259203713775365,0.076
year2022,P-confirm5-v5profit50,reset_liquidate,NVDA,-1.509372585492097,-1.5213552469898417,6.050628223642363,-0.2539085468489005,-0.25143756825865843,0.02
year2022,P-confirm5-v5profit50,reset_liquidate,GOOGL,0.0,0.0,0.0,,,0.0
year2022,P-confirm5-v5profit50,reset_liquidate,AAOI,219.02146436021758,221.99599015249683,19.903843949532284,2.0865714212429,11.153422962689246,0.268
year2022,P-confirm5-v5profit50,reset_mark,TQQQ,-1.6549424926050382,-1.6680709933924454,23.94679084632988,0.09770549985637299,-0.06965739184413916,0.124
year2022,P-confirm5-v5profit50,reset_mark,MSFT,6.133686592784482,6.184243149357682,11.964166017531063,0.5224554782563899,0.5168971360223459,0.332
year2022,P-confirm5-v5profit50,reset_mark,NFLX,42.920295584886034,43.32919344493511,13.48855227367033,1.559358734022277,3.212293844871236,0.42
year2022,P-confirm5-v5profit50,reset_mark,YINN,-18.274382953584777,-18.406216098224547,41.211374335300334,-0.08029460260188198,-0.446629514183864,0.16
year2022,P-confirm5-v5profit50,reset_mark,SNOW,-7.013794630456571,-7.067873834222372,23.3711413573513,-0.04441163390833686,-0.3024188560649478,0.292
year2022,P-confirm5-v5profit50,reset_mark,TSLA,4.299803785877376,4.33493728739951,31.709273405746043,0.29018856587512576,0.13670881801454254,0.12
year2022,P-confirm5-v5profit50,reset_mark,MRNA,-0.987220380687448,-0.995078718783704,15.082581000414397,0.0540741065379735,-0.06597536050072358,0.076
year2022,P-confirm5-v5profit50,reset_mark,NVDA,-1.509372585492097,-1.5213552469898417,6.050628223642363,-0.2539085468489005,-0.25143756825865843,0.02
year2022,P-confirm5-v5profit50,reset_mark,GOOGL,0.0,0.0,0.0,,,0.0
year2022,P-confirm5-v5profit50,reset_mark,AAOI,219.34080516538296,222.32088830788337,19.903843949532284,2.088349337025741,11.16974635008167,0.268
